playerName,playerId,teamName,teamId,primaryPosition,positionGroup,minutesPlayed,averageBallPossession,totalShots,inaccuratePasses,dispossessed,unsuccessfulDribbles,keyPasses,assists,expectedAssists,goals,expectedGoals,marketValue,PEA,PEA/90,CC,CC/90,adjPEA/90,adjCC/90,totalPEA_x,totalCC_x,usageRate,chanceInvolvement,totalPEA_y,totalCC_y,totalPEA,totalCC,RCE
Callum Hudson Odoi,867442,Nottingham Forest,14,LW,Winger,1849,46.76,30,71,22,28,44,4,2.98,3,2.8,32000000.0,151,7.35,48,2.34,7.86,2.5,3445,378,0.044,0.127,3445,378,3445,378,2.886
Riccardo Calafiori,957602,Arsenal,42,DL,Fullback,1707,56.13,32,109,10,8,9,2,0.76,1,3.34,53000000.0,159,8.38,11,0.58,7.46,0.52,3614,458,0.044,0.024,3614,458,3614,458,0.545
Dango Ouattara,1106451,Brentford,50,RW,Winger,2279,47.61,56,179,31,57,27,3,4.17,7,7.72,36000000.0,323,12.76,30,1.18,13.4,1.24,3707,331,0.087,0.091,3707,331,3707,331,1.046
Pau Torres,864169,Aston Villa,40,DC,Centerback,1676,53.55,9,128,4,4,1,0,0.37,0,1.27,21000000.0,145,7.79,1,0.05,7.27,0.05,3295,405,0.044,0.002,3295,405,3295,405,0.045
Nico O'Reilly,1142703,Manchester City,17,DL,Fullback,2648,60.5,41,187,34,35,23,3,2.69,5,6.03,76000000.0,297,10.09,26,0.88,8.34,0.73,4135,545,0.072,0.048,4135,545,4135,545,0.667
Ollie Watkins,555386,Aston Villa,40,ST,Striker,2852,53.55,83,130,43,30,23,3,1.3,16,15.14,26000000.0,286,9.03,26,0.82,8.43,0.77,3295,405,0.087,0.064,3295,405,3295,405,0.736
Levi Colwill,996911,Chelsea,38,DC,Centerback,225,57.74,0,19,1,0,0,0,0.11,0,0.0,55000000.0,20,8.0,0,0.0,6.93,0.0,3277,417,0.006,0.0,3277,417,3277,417,0.0
Iliman Ndiaye,914309,Everton,48,LW,Winger,2786,43.63,43,151,64,61,30,3,4.41,6,6.71,53000000.0,319,10.31,33,1.07,11.82,1.23,3490,349,0.091,0.095,3490,349,3490,349,1.044
Michael Kayode,1137431,Brentford,50,DR,Fullback,3264,47.61,9,171,31,52,36,1,2.8,1,1.18,39000000.0,263,7.25,37,1.02,7.61,1.07,3707,331,0.071,0.112,3707,331,3707,331,1.577
Mohammed Kudus,905163,Tottenham Hotspur,33,RW,Winger,1545,50.37,26,64,54,50,25,5,2.4,2,1.93,54000000.0,194,11.3,30,1.75,11.22,1.74,3597,350,0.054,0.086,3597,350,3597,350,1.593
Maxim De Cuyper,997152,Brighton & Hove Albion,30,DL,Fullback,1443,54.08,13,109,5,10,33,3,4.13,2,1.82,21000000.0,137,8.54,36,2.25,7.9,2.08,3682,403,0.037,0.089,3682,403,3682,403,2.405
Mason Mount,836694,Manchester United,35,AM,Midfielder,1018,51.79,19,79,15,10,14,0,1.62,3,1.5,23000000.0,123,10.87,14,1.24,10.49,1.2,3756,501,0.033,0.028,3756,501,3756,501,0.848
Sean Longstaff,866191,Leeds United,34,MC,Midfielder,1046,45.74,16,69,12,5,25,2,1.91,2,1.25,14400000.0,102,8.78,27,2.32,9.6,2.54,3578,352,0.029,0.077,3578,352,3578,352,2.655
Sander Berge,793167,Fulham,43,MC,Midfielder,2911,51.71,15,176,20,12,21,1,1.5,0,1.54,26000000.0,223,6.89,22,0.68,6.66,0.66,3626,385,0.062,0.057,3626,385,3626,385,0.919
Sepp van den Berg,924378,Brentford,50,DC,Centerback,2761,47.61,23,163,4,0,7,2,1.49,0,3.13,33000000.0,190,6.19,9,0.29,6.5,0.3,3707,331,0.051,0.027,3707,331,3707,331,0.529
Lewis Cook,548188,Bournemouth,60,MC,Midfielder,905,50.18,3,69,3,1,11,1,0.54,0,0.08,11600000.0,76,7.56,12,1.19,7.53,1.19,3742,374,0.02,0.032,3742,374,3742,374,1.6
Yankuba Minteh,1400106,Brighton & Hove Albion,30,RW,Winger,2398,54.08,41,202,34,56,46,4,5.12,3,3.8,42000000.0,333,12.5,50,1.88,11.56,1.74,3682,403,0.09,0.124,3682,403,3682,403,1.378
Emiliano Buendía,783126,Aston Villa,40,LW,Winger,1784,53.55,49,122,35,20,30,2,2.29,6,3.42,14600000.0,226,11.4,32,1.61,10.64,1.5,3295,405,0.069,0.079,3295,405,3295,405,1.145
Antonee Robinson,803174,Fulham,43,DL,Fullback,1492,51.71,6,160,7,9,22,0,1.57,1,1.07,24000000.0,182,10.98,22,1.33,10.62,1.29,3626,385,0.05,0.057,3626,385,3626,385,1.14
Daichi Kamada,794338,Crystal Palace,7,MC,Midfielder,1908,45.92,19,132,16,12,20,0,3.24,0,1.65,10300000.0,179,8.44,20,0.94,9.19,1.02,3757,330,0.048,0.061,3757,330,3757,330,1.271
Richarlison,840217,Tottenham Hotspur,33,ST,Striker,1957,50.37,61,120,30,20,20,4,1.46,11,8.09,24000000.0,231,10.62,24,1.1,10.54,1.09,3597,350,0.064,0.069,3597,350,3597,350,1.078
Diogo Dalot,843200,Manchester United,35,DR,Fullback,2616,51.79,24,170,16,9,29,3,2.57,1,2.0,28000000.0,219,7.53,32,1.1,7.27,1.06,3756,501,0.058,0.064,3756,501,3756,501,1.103
Bernardo Silva,331209,Manchester City,17,MC,Midfielder,2890,60.5,30,216,34,28,47,4,4.08,2,2.56,21000000.0,308,9.59,51,1.59,7.93,1.31,4135,545,0.074,0.094,4135,545,4135,545,1.27
Emmanuel Agbadou,1013842,Wolverhampton,3,DC,Centerback,1101,42.82,10,112,5,1,4,0,0.4,0,0.56,16500000.0,128,10.46,4,0.33,12.21,0.39,3167,274,0.04,0.015,3167,274,3167,274,0.375
Florian Wirtz,1019322,Liverpool FC,44,AM,Midfielder,2388,59.21,51,220,36,35,61,3,5.17,5,7.03,95000000.0,342,12.89,64,2.41,10.88,2.04,3807,507,0.09,0.126,3807,507,3807,507,1.4
Noni Madueke,966547,Arsenal,42,RW,Winger,1226,56.13,26,98,17,32,22,1,2.83,3,1.22,54000000.0,173,12.7,23,1.69,11.31,1.51,3614,458,0.048,0.05,3614,458,3614,458,1.042
Ross Barkley,98435,Aston Villa,40,MC,Midfielder,865,53.55,18,50,16,7,10,1,1.35,3,1.51,3600000.0,91,9.47,11,1.14,8.84,1.06,3295,405,0.028,0.027,3295,405,3295,405,0.964
Bashir Humphreys,996910,Burnley,6,DC,Centerback,1578,42.29,9,154,6,6,9,0,0.68,0,0.42,13100000.0,175,9.98,9,0.51,11.8,0.6,3487,301,0.05,0.03,3487,301,3487,301,0.6
Yéremy Pino,984624,Crystal Palace,7,AM,Midfielder,2100,45.92,45,211,34,26,48,2,6.11,2,4.51,27000000.0,316,13.54,50,2.14,14.74,2.33,3757,330,0.084,0.152,3757,330,3757,330,1.81
Curtis Jones,927353,Liverpool FC,44,MC,Midfielder,1950,59.21,23,138,23,12,21,2,2.79,1,2.77,33000000.0,196,9.05,23,1.06,7.64,0.9,3807,507,0.051,0.045,3807,507,3807,507,0.882
Morgan Rogers,948261,Aston Villa,40,AM,Midfielder,3285,53.55,84,271,80,76,47,6,4.3,10,6.78,105000000.0,511,14.0,53,1.45,13.07,1.35,3295,405,0.155,0.131,3295,405,3295,405,0.845
Daniel Ballard,958878,Sunderland,41,DC,Centerback,2148,44.84,26,197,6,2,15,0,0.66,2,2.46,22000000.0,231,9.68,15,0.63,10.79,0.7,3339,292,0.069,0.051,3339,292,3339,292,0.739
Andrey Santos,1105779,Chelsea,38,MC,Midfielder,1280,57.74,11,79,2,3,8,0,0.88,1,2.0,39000000.0,95,6.68,8,0.56,5.78,0.48,3277,417,0.029,0.019,3277,417,3277,417,0.655
Tyler Adams,800419,Bournemouth,60,MC,Midfielder,1778,50.18,10,130,11,6,7,2,0.61,2,0.6,26000000.0,157,7.95,9,0.46,7.92,0.46,3742,374,0.042,0.024,3742,374,3742,374,0.571
Ben White,846036,Arsenal,42,DR,Fullback,713,56.13,5,65,2,1,8,1,0.68,0,0.46,27000000.0,73,9.21,9,1.14,8.2,1.02,3614,458,0.02,0.02,3614,458,3614,458,1.0
Kevin Danso,794953,Tottenham Hotspur,33,DC,Centerback,1507,50.37,11,125,4,1,3,0,0.27,0,0.59,19400000.0,141,8.42,3,0.18,8.36,0.18,3597,350,0.039,0.009,3597,350,3597,350,0.231
Bryan Mbeumo,927083,Manchester United,35,RW,Winger,2621,51.79,73,167,29,36,47,3,5.04,11,12.19,73000000.0,305,10.47,50,1.72,10.11,1.66,3756,501,0.081,0.1,3756,501,3756,501,1.235
Tijjani Reijnders,893549,Manchester City,17,MC,Midfielder,1640,60.5,49,87,16,26,18,2,2.34,5,4.45,48000000.0,178,9.77,20,1.1,8.07,0.91,4135,545,0.043,0.037,4135,545,4135,545,0.86
Douglas Luiz,867887,Aston Villa,40,MC,Midfielder,944,53.55,11,65,3,7,19,0,1.43,1,0.53,19200000.0,86,8.2,19,1.81,7.66,1.69,3295,405,0.026,0.047,3295,405,3295,405,1.808
Lewis Hall,1136730,Newcastle United,39,DL,Fullback,2179,52.61,25,186,38,31,25,1,2.75,1,1.01,38000000.0,280,11.56,26,1.07,10.99,1.02,3629,388,0.077,0.067,3629,388,3629,388,0.87
Jaydee Canvot,1471671,Crystal Palace,7,DC,Centerback,1347,45.92,7,90,5,2,3,0,0.34,0,1.48,25000000.0,104,6.95,3,0.2,7.57,0.22,3757,330,0.028,0.009,3757,330,3757,330,0.321
Mikel Merino,592010,Arsenal,42,MC,Midfielder,1035,56.13,22,89,17,7,12,3,1.46,4,3.38,26000000.0,135,11.74,15,1.3,10.46,1.16,3614,458,0.037,0.033,3614,458,3614,458,0.892
Wesley Fofana,923894,Chelsea,38,DC,Centerback,1726,57.74,8,99,5,4,3,1,0.62,0,0.72,29000000.0,116,6.05,4,0.21,5.24,0.18,3277,417,0.035,0.01,3277,417,3277,417,0.286
Matty Cash,833956,Aston Villa,40,DR,Fullback,3020,53.55,30,202,17,9,31,3,2.95,3,1.19,19800000.0,258,7.69,34,1.01,7.18,0.94,3295,405,0.078,0.084,3295,405,3295,405,1.077
Álex Jiménez,1184308,Bournemouth,60,DR,Fullback,2330,50.18,21,172,20,36,14,0,1.61,1,1.13,19900000.0,249,9.62,14,0.54,9.59,0.54,3742,374,0.067,0.037,3742,374,3742,374,0.552
André,1035996,Wolverhampton,3,DM,Midfielder,2766,42.82,15,113,30,15,18,0,0.99,1,0.52,26000000.0,173,5.63,18,0.59,6.57,0.69,3167,274,0.055,0.066,3167,274,3167,274,1.2
Ismaïla Sarr,845286,Crystal Palace,7,AM,Midfielder,2176,45.92,48,136,43,20,19,1,1.13,9,10.91,43000000.0,247,10.22,20,0.83,11.13,0.9,3757,330,0.066,0.061,3757,330,3757,330,0.924
Tom Cairney,82566,Fulham,43,MC,Midfielder,805,51.71,17,51,4,4,11,0,0.82,2,1.21,530000.0,76,8.5,11,1.23,8.22,1.19,3626,385,0.021,0.029,3626,385,3626,385,1.381
Nicolás Domínguez,871765,Nottingham Forest,14,MC,Midfielder,1193,46.76,18,79,5,6,12,1,0.79,1,1.47,13800000.0,108,8.15,13,0.98,8.71,1.05,3445,378,0.031,0.034,3445,378,3445,378,1.097
Dominic Solanke,361420,Tottenham Hotspur,33,ST,Striker,1000,50.37,20,41,13,13,6,0,0.35,3,2.43,31000000.0,87,7.83,6,0.54,7.77,0.54,3597,350,0.024,0.017,3597,350,3597,350,0.708
Omar Alderete,805137,Sunderland,41,DC,Centerback,2802,44.84,24,247,12,4,9,1,0.92,1,1.64,13800000.0,287,9.22,10,0.32,10.28,0.36,3339,292,0.086,0.034,3339,292,3339,292,0.395
Joël Veltman,219572,Brighton & Hove Albion,30,DR,Fullback,1073,54.08,4,81,2,3,4,0,0.22,1,1.11,1500000.0,90,7.55,4,0.34,6.98,0.31,3682,403,0.024,0.01,3682,403,3682,403,0.417
Zian Flemming,875137,Burnley,6,ST,Striker,1808,42.29,53,97,17,7,10,0,0.42,11,7.87,12600000.0,174,8.66,10,0.5,10.24,0.59,3487,301,0.05,0.033,3487,301,3487,301,0.66
James Ward-Prowse,161717,Burnley,6,MC,Midfielder,1109,42.29,5,69,4,5,23,1,1.88,0,0.22,4500000.0,83,6.74,24,1.95,7.97,2.31,3487,301,0.024,0.08,3487,301,3487,301,3.333
Mateo Kovačić,136710,Manchester City,17,MC,Midfielder,134,60.5,2,13,5,1,4,1,0.44,0,0.16,9700000.0,21,14.1,5,3.36,11.65,2.78,4135,545,0.005,0.009,4135,545,4135,545,1.8
Calvin Bassey,861972,Fulham,43,DC,Centerback,2544,51.71,13,209,17,10,10,0,0.39,1,1.72,29000000.0,249,8.81,10,0.35,8.52,0.34,3626,385,0.069,0.026,3626,385,3626,385,0.377
Idrissa Gana Gueye,106337,Everton,48,MC,Midfielder,2101,43.63,29,135,9,14,13,3,1.77,2,2.0,485000.0,187,8.01,16,0.69,9.18,0.79,3490,349,0.054,0.046,3490,349,3490,349,0.852
Ferdi Kadıoğlu,825844,Brighton & Hove Albion,30,DL,Fullback,3134,54.08,28,197,18,10,22,0,3.33,1,2.03,36000000.0,253,7.27,22,0.63,6.72,0.58,3682,403,0.069,0.055,3682,403,3682,403,0.797
Nikola Milenković,836168,Nottingham Forest,14,DC,Centerback,3375,46.76,16,206,2,0,3,0,0.72,0,0.84,26000000.0,224,5.97,3,0.08,6.38,0.09,3445,378,0.065,0.008,3445,378,3445,378,0.123
Eli Junior Kroupi,1426228,Bournemouth,60,ST,Striker,1690,50.18,52,112,20,22,22,0,1.53,13,8.35,72000000.0,206,10.97,22,1.17,10.93,1.17,3742,374,0.055,0.059,3742,374,3742,374,1.073
William Osula,1122603,Newcastle United,39,ST,Striker,863,52.61,23,16,13,8,6,0,0.62,7,4.29,26000000.0,60,6.26,6,0.63,5.95,0.6,3629,388,0.017,0.015,3629,388,3629,388,0.882
Tyrick Mitchell,988275,Crystal Palace,7,ML,Fullback,3253,45.92,19,298,26,28,29,2,2.52,1,1.61,23000000.0,371,10.26,31,0.86,11.17,0.94,3757,330,0.099,0.094,3757,330,3757,330,0.949
Kaoru Mitoma,936849,Brighton & Hove Albion,30,LW,Winger,1721,54.08,32,101,23,35,31,1,2.84,3,4.06,20000000.0,191,9.99,32,1.67,9.24,1.54,3682,403,0.052,0.079,3682,403,3682,403,1.519
Lutsharel Geertruida,856739,Sunderland,41,DR,Fullback,1702,44.84,11,103,3,5,8,0,0.83,0,1.15,22000000.0,122,6.45,8,0.42,7.19,0.47,3339,292,0.037,0.027,3339,292,3339,292,0.73
Jordan Henderson,42694,Brentford,50,MC,Midfielder,1929,47.61,6,256,6,5,19,3,2.45,1,0.33,1300000.0,273,12.74,22,1.03,13.38,1.08,3707,331,0.074,0.066,3707,331,3707,331,0.892
Marcus Tavernier,895576,Bournemouth,60,LW,Winger,2738,50.18,70,185,44,50,55,4,4.64,7,9.06,23000000.0,349,11.47,59,1.94,11.43,1.93,3742,374,0.093,0.158,3742,374,3742,374,1.699
Harrison Reed,365802,Fulham,43,MC,Midfielder,126,51.71,2,3,0,0,3,0,0.46,1,0.13,2100000.0,5,3.57,3,2.14,3.45,2.07,3626,385,0.001,0.008,3626,385,3626,385,8.0
Freddie Potts,1089582,West Ham United,37,MC,Midfielder,1167,42.53,3,87,5,6,8,1,1.07,0,0.21,10400000.0,101,7.79,9,0.69,9.16,0.81,3447,311,0.029,0.029,3447,311,3447,311,1.0
Dário Essugo,1110006,Chelsea,38,MC,Midfielder,34,57.74,0,4,2,0,0,0,0.01,0,0.0,13900000.0,6,15.88,0,0.0,13.75,0.0,3277,417,0.002,0.0,3277,417,3277,417,0.0
Nathan Aké,149663,Manchester City,17,DC,Centerback,703,60.5,6,56,0,0,7,0,0.53,0,0.72,10900000.0,62,7.94,7,0.9,6.56,0.74,4135,545,0.015,0.013,4135,545,4135,545,0.867
Veljko Milosavljević,1406130,Bournemouth,60,DC,Centerback,375,50.18,1,30,1,0,1,0,0.2,0,0.15,18600000.0,32,7.68,1,0.24,7.65,0.24,3742,374,0.009,0.003,3742,374,3742,374,0.333
Rio Cardines,1469007,Crystal Palace,7,ML,Fullback,90,45.92,1,8,1,2,2,0,0.16,0,0.02,290000.0,12,12.0,2,2.0,13.07,2.18,3757,330,0.003,0.006,3757,330,3757,330,2.0
Pascal Struijk,836675,Leeds United,34,DC,Centerback,2937,45.74,31,212,8,2,12,1,0.78,0,3.02,23000000.0,253,7.75,13,0.4,8.47,0.44,3578,352,0.071,0.037,3578,352,3578,352,0.521
Joelinton,560128,Newcastle United,39,MC,Midfielder,1953,52.61,32,145,26,14,17,1,1.35,2,2.39,27000000.0,217,10.0,18,0.83,9.5,0.79,3629,388,0.06,0.046,3629,388,3629,388,0.767
Oscar Bobb,1065216,Fulham,43,RW,Winger,1050,51.71,12,57,23,18,22,1,2.11,0,1.48,27000000.0,110,9.43,23,1.97,9.12,1.9,3626,385,0.03,0.06,3626,385,3626,385,2.0
Will Hughes,193554,Crystal Palace,7,MC,Midfielder,1577,45.92,17,127,14,7,21,0,1.89,0,1.09,4600000.0,165,9.42,21,1.2,10.26,1.31,3757,330,0.044,0.064,3757,330,3757,330,1.455
Adrien Truffert,999028,Bournemouth,60,DL,Fullback,3380,50.18,16,258,24,40,32,5,2.98,1,1.36,28000000.0,338,9.0,37,0.99,8.97,0.99,3742,374,0.09,0.099,3742,374,3742,374,1.1
Pape Matar Sarr,1002711,Tottenham Hotspur,33,MC,Midfielder,1399,50.37,17,95,18,9,11,4,1.1,2,1.72,28000000.0,139,8.94,15,0.96,8.87,0.95,3597,350,0.039,0.043,3597,350,3597,350,1.103
Alejandro Garnacho,1135873,Chelsea,38,LW,Winger,1283,57.74,33,60,12,25,29,4,3.68,1,3.45,26000000.0,130,9.12,33,2.31,7.9,2.0,3277,417,0.04,0.079,3277,417,3277,417,1.975
Yasin Ayari,1036269,Brighton & Hove Albion,30,MC,Midfielder,1941,54.08,41,134,19,30,16,3,1.14,3,2.71,36000000.0,224,10.39,19,0.88,9.61,0.81,3682,403,0.061,0.047,3682,403,3682,403,0.77
Jean-Ricner Bellegarde,845273,Wolverhampton,3,MC,Midfielder,1251,42.82,21,88,20,12,14,1,1.12,1,0.99,17600000.0,141,10.14,15,1.08,11.84,1.26,3167,274,0.045,0.055,3167,274,3167,274,1.222
Tino Livramento,980634,Newcastle United,39,DR,Fullback,1328,52.61,3,73,9,18,11,1,0.95,0,0.14,44000000.0,103,6.98,12,0.81,6.63,0.77,3629,388,0.028,0.031,3629,388,3629,388,1.107
Noah Sadiki,1171539,Sunderland,41,MC,Midfielder,2894,44.84,18,162,25,17,19,1,1.44,0,1.46,37000000.0,222,6.9,20,0.62,7.69,0.69,3339,292,0.066,0.068,3339,292,3339,292,1.03
Jaidon Anthony,1020680,Burnley,6,LW,Winger,2743,42.29,55,180,41,65,37,2,2.87,8,5.13,19400000.0,341,11.19,39,1.28,13.23,1.51,3487,301,0.098,0.13,3487,301,3487,301,1.327
Kevin,1112879,Fulham,43,LW,Winger,1037,51.71,25,80,23,44,14,1,1.48,1,1.2,26000000.0,172,14.93,15,1.3,14.44,1.26,3626,385,0.047,0.039,3626,385,3626,385,0.83
João Gomes,1015267,Wolverhampton,3,MC,Midfielder,2843,42.82,19,210,55,24,16,1,2.08,1,1.28,36000000.0,308,9.75,17,0.54,11.38,0.63,3167,274,0.097,0.062,3167,274,3167,274,0.639
Max Dowman,1917626,Arsenal,42,MC,Midfielder,162,56.13,6,6,7,11,4,0,0.32,1,1.18,31000000.0,30,16.67,4,2.22,14.85,1.98,3614,458,0.008,0.009,3614,458,3614,458,1.125
Harvey Barnes,855647,Newcastle United,39,LW,Winger,1961,52.61,58,113,24,32,24,1,2.75,7,7.07,35000000.0,227,10.42,25,1.15,9.9,1.09,3629,388,0.063,0.064,3629,388,3629,388,1.016
Trai Hume,989034,Sunderland,41,DR,Fullback,3037,44.84,34,258,9,14,29,1,2.01,2,2.15,20000000.0,315,9.33,30,0.89,10.4,0.99,3339,292,0.094,0.103,3339,292,3339,292,1.096
Kevin Schade,1006387,Brentford,50,LW,Winger,2757,47.61,57,170,45,55,29,3,2.08,8,12.18,36000000.0,327,10.67,32,1.04,11.21,1.09,3707,331,0.088,0.097,3707,331,3707,331,1.102
Santiago Bueno,846308,Wolverhampton,3,DC,Centerback,2553,42.82,10,147,5,0,10,1,1.45,3,2.28,9200000.0,162,5.71,11,0.39,6.67,0.46,3167,274,0.051,0.04,3167,274,3167,274,0.784
Lucas Digne,96538,Aston Villa,40,DL,Fullback,1866,53.55,14,140,11,7,26,6,3.26,0,0.72,5500000.0,172,8.3,32,1.54,7.75,1.44,3295,405,0.052,0.079,3295,405,3295,405,1.519
Estêvão,1597265,Chelsea,38,RW,Winger,852,57.74,28,52,20,41,16,2,2.2,2,2.92,82000000.0,141,14.89,18,1.9,12.89,1.65,3277,417,0.043,0.043,3277,417,3277,417,1.0
Amine Adli,991478,Bournemouth,60,LW,Winger,1106,50.18,20,94,9,14,16,1,1.62,3,2.6,18100000.0,137,11.15,17,1.38,11.11,1.38,3742,374,0.037,0.045,3742,374,3742,374,1.216
Nathan Collins,958916,Brentford,50,DC,Centerback,2972,47.61,20,296,10,3,11,2,1.62,1,2.28,29000000.0,329,9.96,13,0.39,10.46,0.41,3707,331,0.089,0.039,3707,331,3707,331,0.438
Sávio,1046795,Manchester City,17,LW,Winger,846,60.5,20,64,9,36,9,1,1.62,1,2.33,37000000.0,129,13.72,10,1.06,11.34,0.88,4135,545,0.031,0.018,4135,545,4135,545,0.581
Tim Iroegbunam,1085950,Everton,48,MC,Midfielder,1505,43.63,12,91,28,25,8,2,0.71,0,0.6,18500000.0,156,9.33,10,0.6,10.69,0.69,3490,349,0.045,0.029,3490,349,3490,349,0.644
Benjamin Šeško,986397,Manchester United,35,ST,Striker,1635,51.79,61,95,30,20,9,1,0.28,11,9.2,78000000.0,206,11.34,10,0.55,10.95,0.53,3756,501,0.055,0.02,3756,501,3756,501,0.364
Axel Disasi,827243,West Ham United,37,DC,Centerback,1255,42.53,5,76,3,0,1,0,0.05,0,1.02,15500000.0,84,6.02,1,0.07,7.08,0.08,3447,311,0.024,0.003,3447,311,3447,311,0.125
Tomáš Souček,799041,West Ham United,37,MC,Midfielder,2215,42.53,26,200,8,7,11,0,0.53,5,5.68,9700000.0,241,9.79,11,0.45,11.51,0.53,3447,311,0.07,0.035,3447,311,3447,311,0.5
Jean-Philippe Mateta,848276,Crystal Palace,7,ST,Striker,2222,45.92,63,119,41,17,9,0,1.31,12,14.51,29000000.0,240,9.72,9,0.36,10.58,0.39,3757,330,0.064,0.027,3757,330,3757,330,0.422
Yehor Yarmoliuk,1031258,Brentford,50,MC,Midfielder,2675,47.61,16,211,23,27,15,2,1.39,1,1.2,30000000.0,277,9.32,17,0.57,9.79,0.6,3707,331,0.075,0.051,3707,331,3707,331,0.68
Bertrand Traoré,218160,Sunderland,41,RW,Winger,638,44.84,13,37,9,8,8,0,0.24,1,0.52,3800000.0,67,9.45,8,1.13,10.54,1.26,3339,292,0.02,0.027,3339,292,3339,292,1.35
Sebastiaan Bornauw,826167,Leeds United,34,DC,Centerback,439,45.74,1,25,1,1,0,0,0.02,0,0.2,7800000.0,28,5.74,0,0.0,6.27,0.0,3578,352,0.008,0.0,3578,352,3578,352,0.0
Diego Gómez,1065588,Brighton & Hove Albion,30,MC,Midfielder,2136,54.08,42,166,29,22,21,1,1.71,5,6.29,27000000.0,259,10.91,22,0.93,10.09,0.86,3682,403,0.07,0.055,3682,403,3682,403,0.786
Omari Hutchinson,1090963,Nottingham Forest,14,RW,Winger,1694,46.76,25,91,29,38,33,5,3.91,1,1.94,28000000.0,183,9.72,38,2.02,10.39,2.16,3445,378,0.053,0.101,3445,378,3445,378,1.906
Hannibal Mejbri,1009386,Burnley,6,AM,Midfielder,1253,42.29,19,116,33,14,21,4,2.06,1,0.89,15700000.0,182,13.07,25,1.8,15.45,2.13,3487,301,0.052,0.083,3487,301,3487,301,1.596
Ethan Nwaneri,1401702,Arsenal,42,MC,Midfielder,175,56.13,6,8,2,5,1,0,0.08,0,0.23,34000000.0,21,10.8,1,0.51,9.62,0.45,3614,458,0.006,0.002,3614,458,3614,458,0.333
Oleksandr Zinchenko,287643,Nottingham Forest,14,DL,Fullback,353,46.76,4,24,1,1,5,0,0.36,0,0.08,8199999.0,30,7.65,5,1.27,8.18,1.36,3445,378,0.009,0.013,3445,378,3445,378,1.444
Omar Marmoush,873554,Manchester City,17,ST,Striker,734,60.5,30,21,15,12,12,3,0.79,3,2.71,55000000.0,78,9.56,15,1.84,7.9,1.52,4135,545,0.019,0.028,4135,545,4135,545,1.474
Roméo Lavia,1069488,Chelsea,38,MC,Midfielder,377,57.74,3,21,6,2,1,0,0.54,0,0.2,21000000.0,32,7.64,1,0.24,6.62,0.21,3277,417,0.01,0.002,3277,417,3277,417,0.2
Ao Tanaka,871886,Leeds United,34,MC,Midfielder,1326,45.74,17,100,8,7,18,0,1.47,2,1.61,14000000.0,132,8.96,18,1.22,9.79,1.33,3578,352,0.037,0.051,3578,352,3578,352,1.378
Valentín Castellanos,877013,West Ham United,37,ST,Striker,1395,42.53,50,89,11,10,12,0,0.81,6,5.8,29000000.0,160,10.32,12,0.77,12.13,0.91,3447,311,0.046,0.039,3447,311,3447,311,0.848
Jefferson Lerma,355796,Crystal Palace,7,MC,Midfielder,1730,45.92,19,179,9,4,14,2,1.48,0,1.82,5500000.0,211,10.98,16,0.83,11.96,0.9,3757,330,0.056,0.048,3757,330,3757,330,0.857
Timothy Castagne,329417,Fulham,43,DR,Fullback,1872,51.71,14,109,2,3,18,0,1.46,0,1.42,7600000.0,128,6.15,18,0.87,5.95,0.84,3626,385,0.035,0.047,3626,385,3626,385,1.343
Soungoutou Magassa,1170560,West Ham United,37,MC,Midfielder,998,42.53,7,78,6,3,5,0,0.31,1,0.44,18400000.0,94,8.48,5,0.45,9.97,0.53,3447,311,0.027,0.016,3447,311,3447,311,0.593
Micky van de Ven,998247,Tottenham Hotspur,33,DC,Centerback,3043,50.37,16,169,5,4,6,1,0.37,4,2.53,49000000.0,194,5.74,7,0.21,5.7,0.21,3597,350,0.054,0.02,3597,350,3597,350,0.37
Brenden Aaronson,973431,Leeds United,34,AM,Midfielder,2473,45.74,47,126,74,53,34,5,3.63,4,4.55,23000000.0,300,10.92,39,1.42,11.94,1.55,3578,352,0.084,0.111,3578,352,3578,352,1.321
Mats Wieffer,959628,Brighton & Hove Albion,30,MC,Midfielder,1914,54.08,18,148,22,11,20,3,1.87,2,1.93,24000000.0,199,9.36,23,1.08,8.65,1.0,3682,403,0.054,0.057,3682,403,3682,403,1.056
Ryan Christie,322391,Bournemouth,60,MC,Midfielder,986,50.18,25,119,15,20,11,0,0.83,2,1.92,8600000.0,179,16.34,11,1.0,16.28,1.0,3742,374,0.048,0.029,3742,374,3742,374,0.604
Rodrigo Bentancur,791190,Tottenham Hotspur,33,MC,Midfielder,1892,50.37,13,145,8,12,10,1,0.83,1,0.74,19300000.0,178,8.47,11,0.52,8.41,0.52,3597,350,0.049,0.031,3597,350,3597,350,0.633
Kai Havertz,836705,Arsenal,42,ST,Striker,583,56.13,18,43,8,3,11,3,0.66,2,3.31,53000000.0,72,11.11,14,2.16,9.9,1.92,3614,458,0.02,0.031,3614,458,3614,458,1.55
Matt O'Riley,891829,Brighton & Hove Albion,30,MC,Midfielder,203,54.08,4,9,1,0,4,0,0.17,1,1.2,16500000.0,14,6.21,4,1.77,5.74,1.64,3682,403,0.004,0.01,3682,403,3682,403,2.5
