,id,name,team_name,team_id,position,positions_detailed,weight,height,dob,preferred_foot,country,contract_until,market_value,market_value_currency
153,1153079,Jorrel Hato,Chelsea,38,D,"['DL', 'DC']",,182.0,2006-03-07 00:00:00+00:00,Left,Netherlands,2032-06-30 00:00:00+00:00,41000000.0,EUR
154,1142675,Chemsdine Talbi,Sunderland,41,M,['RW'],,175.0,2005-05-09 00:00:00+00:00,Right,Morocco,2030-06-30 00:00:00+00:00,23000000.0,EUR
155,892673,Sandro Tonali,Tottenham Hotspur,33,M,"['MC', 'DM']",,181.0,2000-05-08 00:00:00+00:00,Right,Italy,2032-06-30 00:00:00+00:00,74000000.0,EUR
156,364612,João Palhinha,Benfica,3006,M,"['MC', 'DM']",77.0,189.0,1995-07-09 00:00:00+00:00,Right,Portugal,2030-06-30 00:00:00+00:00,13800000.0,EUR
157,1008402,Conor Bradley,Liverpool FC,44,D,"['DR', 'MR']",,181.0,2003-07-09 00:00:00+00:00,Right,Northern Ireland,2029-06-30 00:00:00+00:00,27000000.0,EUR
158,1171539,Noah Sadiki,Sunderland,41,M,"['MC', 'DM']",,173.0,2004-12-17 00:00:00+00:00,Right,DR Congo,2030-06-30 00:00:00+00:00,37000000.0,EUR
159,991478,Amine Adli,Bournemouth,60,F,"['LW', 'AM', 'ST']",60.0,174.0,2000-05-10 00:00:00+00:00,Left,Morocco,2030-06-30 00:00:00+00:00,18100000.0,EUR
160,287643,Oleksandr Zinchenko,No team,241802,D,['DL'],64.0,175.0,1996-12-15 00:00:00+00:00,Left,Ukraine,,8199999.0,EUR
161,1015267,João Gomes,Aston Villa,40,M,"['MC', 'DM']",,176.0,2001-02-12 00:00:00+00:00,Right,Brazil,2031-06-30 00:00:00+00:00,36000000.0,EUR
162,846036,Ben White,Arsenal,42,D,['DR'],,186.0,1997-10-08 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,27000000.0,EUR
163,1117025,Facundo Buonanotte,Elche,2846,M,"['RW', 'AM']",,174.0,2004-12-23 00:00:00+00:00,Left,Argentina,2027-06-30 00:00:00+00:00,10900000.0,EUR
164,923894,Wesley Fofana,Chelsea,38,D,"['DC', 'DR']",,186.0,2000-12-17 00:00:00+00:00,Right,France,2029-06-30 00:00:00+00:00,29000000.0,EUR
165,826134,Trevoh Chalobah,Como,2704,D,"['DC', 'DR']",,190.0,1999-07-05 00:00:00+00:00,Right,England,2031-06-30 00:00:00+00:00,43000000.0,EUR
166,904970,Conor Gallagher,Tottenham Hotspur,33,M,"['MC', 'DM', 'AM']",,182.0,2000-02-06 00:00:00+00:00,Right,England,2031-06-30 00:00:00+00:00,31000000.0,EUR
167,815890,Altay Bayındır,Celta Vigo,2821,G,['GK'],,198.0,1998-04-14 00:00:00+00:00,Right,Türkiye,2027-06-30 00:00:00+00:00,4900000.0,EUR
168,356398,James Maddison,Tottenham Hotspur,33,M,"['AM', 'MC']",73.0,175.0,1996-11-23 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,19400000.0,EUR
169,1471764,El Hadji Malick Diouf,Brentford,50,D,"['ML', 'DL']",,183.0,2004-12-28 00:00:00+00:00,Left,Senegal,2031-06-30 00:00:00+00:00,29000000.0,EUR
170,1403050,Josh Acheampong,Chelsea,38,D,"['DR', 'DC']",79.0,190.0,2006-05-05 00:00:00+00:00,Right,England,2029-06-30 00:00:00+00:00,24000000.0,EUR
171,998247,Micky van de Ven,Tottenham Hotspur,33,D,"['DC', 'DL']",,193.0,2001-04-19 00:00:00+00:00,Left,Netherlands,2031-06-30 00:00:00+00:00,49000000.0,EUR
172,997103,Radu Drăguşin,Fiorentina,2693,D,['DC'],,191.0,2002-02-03 00:00:00+00:00,Right,Romania,2027-06-30 00:00:00+00:00,14800000.0,EUR
173,945798,Djed Spence,Inter,2697,D,"['DL', 'DR']",,184.0,2000-08-09 00:00:00+00:00,Right,England,2031-06-30 00:00:00+00:00,41000000.0,EUR
174,917005,Crysencio Summerville,Al-Hilal,21895,M,['LW'],,174.0,2001-10-30 00:00:00+00:00,Right,Netherlands,2030-06-30 00:00:00+00:00,49000000.0,EUR
175,870360,Daniel Muñoz,Crystal Palace,7,M,['MR'],,183.0,1996-05-26 00:00:00+00:00,Right,Colombia,2028-06-30 00:00:00+00:00,23000000.0,EUR
176,318927,Joe Gomez,Liverpool FC,44,D,"['DC', 'DR']",77.0,188.0,1997-05-23 00:00:00+00:00,Right,England,2027-06-30 00:00:00+00:00,12600000.0,EUR
177,1426228,Eli Junior Kroupi,Bournemouth,60,F,['ST'],,179.0,2006-06-23 00:00:00+00:00,Right,France,2030-06-30 00:00:00+00:00,72000000.0,EUR
178,979232,Anthony Elanga,Newcastle United,39,F,['RW'],,178.0,2002-04-27 00:00:00+00:00,Right,Sweden,2030-06-30 00:00:00+00:00,31000000.0,EUR
179,962053,Filip Jørgensen,RC Strasbourg,1659,G,['GK'],,190.0,2002-04-16 00:00:00+00:00,Both,Denmark,2027-06-30 00:00:00+00:00,14600000.0,EUR
180,96538,Lucas Digne,Paris Saint-Germain,1644,D,['DL'],74.0,178.0,1993-07-20 00:00:00+00:00,Left,France,2029-06-30 00:00:00+00:00,5500000.0,EUR
181,1128532,Habib Diarra,Sunderland,41,M,"['MC', 'AM']",,179.0,2004-01-03 00:00:00+00:00,Right,Senegal,2030-06-30 00:00:00+00:00,37000000.0,EUR
182,848276,Jean-Philippe Mateta,Crystal Palace,7,F,['ST'],84.0,192.0,1997-06-28 00:00:00+00:00,Right,France,2027-06-30 00:00:00+00:00,29000000.0,EUR
183,831424,Reinildo Mandava,Sunderland,41,D,"['DL', 'DC']",74.0,180.0,1994-01-21 00:00:00+00:00,Left,Mozambique,2027-06-30 00:00:00+00:00,4099999.0,EUR
184,1445799,Ayden Heaven,Manchester United,35,D,['DC'],,189.0,2006-09-22 00:00:00+00:00,Left,England,2029-06-30 00:00:00+00:00,32000000.0,EUR
185,286165,Adama Traoré,Deportivo de A Coruña,2832,F,['RW'],76.0,178.0,1996-01-25 00:00:00+00:00,Right,Spain,2028-06-30 00:00:00+00:00,5700000.0,EUR
186,1065588,Diego Gómez,Brighton & Hove Albion,30,M,"['MC', 'LW', 'AM']",,185.0,2003-03-27 00:00:00+00:00,Right,Paraguay,2031-06-30 00:00:00+00:00,27000000.0,EUR
187,1467990,Divine Mukasa,West Ham United,37,M,"['MC', 'AM']",,178.0,2007-08-22 00:00:00+00:00,Left,England,2027-05-31 00:00:00+00:00,4900000.0,EUR
188,867887,Douglas Luiz,Juventus,2687,M,"['MC', 'DM']",65.0,175.0,1998-05-09 00:00:00+00:00,Right,Brazil,2029-06-30 00:00:00+00:00,19200000.0,EUR
189,1168513,Max Alleyne,Burnley,6,D,['DC'],,185.0,2005-07-21 00:00:00+00:00,Both,England,2027-05-31 00:00:00+00:00,7800000.0,EUR
190,1048888,Mathys Tel,Tottenham Hotspur,33,F,"['ST', 'LW']",,183.0,2005-04-27 00:00:00+00:00,Right,France,2031-06-30 00:00:00+00:00,23000000.0,EUR
191,1403061,Tyrique George,Everton,48,F,['LW'],,181.0,2006-02-04 00:00:00+00:00,Right,England,2030-06-30 00:00:00+00:00,21000000.0,EUR
192,361420,Dominic Solanke,Tottenham Hotspur,33,F,['ST'],80.0,186.0,1997-09-14 00:00:00+00:00,Right,England,2030-06-30 00:00:00+00:00,31000000.0,EUR
193,1110006,Dário Essugo,Chelsea,38,M,"['MC', 'DM']",,178.0,2005-03-14 00:00:00+00:00,Right,Portugal,2033-06-30 00:00:00+00:00,13900000.0,EUR
194,1391251,Lucas Bergvall,Tottenham Hotspur,33,M,"['MC', 'AM']",,186.0,2006-02-02 00:00:00+00:00,Right,Sweden,2031-06-30 00:00:00+00:00,36000000.0,EUR
195,1445945,Trey Nyoni,Liverpool FC,44,M,"['MC', 'DM']",,180.0,2007-06-30 00:00:00+00:00,Right,England,2030-06-30 00:00:00+00:00,8500000.0,EUR
196,135256,Christian Nørgaard,Everton,48,M,"['MC', 'DM']",76.0,185.0,1994-03-10 00:00:00+00:00,Right,Denmark,2028-06-30 00:00:00+00:00,4800000.0,EUR
197,783126,Emiliano Buendía,Aston Villa,40,M,"['LW', 'AM']",65.0,170.0,1996-12-25 00:00:00+00:00,Right,Argentina,2027-06-30 00:00:00+00:00,14600000.0,EUR
198,904827,Benoît Badiashile,SSC Napoli,2714,D,['DC'],,194.0,2001-03-26 00:00:00+00:00,Left,France,2027-06-30 00:00:00+00:00,14500000.0,EUR
199,830659,Marcos Senesi,Tottenham Hotspur,33,D,['DC'],80.0,184.0,1997-05-10 00:00:00+00:00,Left,Argentina,2030-06-30 00:00:00+00:00,23000000.0,EUR
200,352668,Tosin Adarabioyo,Chelsea,38,D,['DC'],80.0,196.0,1997-09-24 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,16500000.0,EUR
201,125274,Stefan Ortega,Olympiacos FC,3245,G,['GK'],84.0,186.0,1992-11-06 00:00:00+00:00,Right,Germany,2027-06-30 00:00:00+00:00,3800000.0,EUR
202,174975,Arthur Masuaku,Konyaspor,3085,D,['DL'],70.0,179.0,1993-11-07 00:00:00+00:00,Left,DR Congo,2028-06-30 00:00:00+00:00,1900000.0,EUR
203,877013,Valentín Castellanos,West Ham United,37,F,['ST'],,179.0,1998-10-03 00:00:00+00:00,Right,Argentina,2030-06-30 00:00:00+00:00,29000000.0,EUR
204,33902,Danny Welbeck,Chelsea,38,F,['ST'],73.0,185.0,1990-11-26 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,3100000.0,EUR
205,865523,Noah Okafor,Leeds United,34,F,"['ST', 'LW']",85.0,185.0,2000-05-24 00:00:00+00:00,Right,Switzerland,2029-06-30 00:00:00+00:00,27000000.0,EUR
206,560128,Joelinton,Newcastle United,39,M,['MC'],76.0,186.0,1996-08-14 00:00:00+00:00,Right,Brazil,2028-06-30 00:00:00+00:00,27000000.0,EUR
207,827243,Axel Disasi,Crystal Palace,7,D,"['DC', 'DR']",,190.0,1998-03-11 00:00:00+00:00,Right,France,2027-06-30 00:00:00+00:00,15500000.0,EUR
208,42694,Jordan Henderson,Chelsea,38,M,"['MC', 'DM']",67.0,183.0,1990-06-17 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,1300000.0,EUR
209,1036269,Yasin Ayari,Brighton & Hove Albion,30,M,"['MC', 'DM']",,172.0,2003-10-06 00:00:00+00:00,Right,Sweden,2027-06-30 00:00:00+00:00,36000000.0,EUR
210,861970,Kiernan Dewsbury-Hall,Everton,48,M,"['MC', 'AM', 'DM']",,178.0,1998-09-06 00:00:00+00:00,Left,England,2030-06-30 00:00:00+00:00,38000000.0,EUR
211,843754,Ibrahim Sangaré,Nottingham Forest,14,M,"['MC', 'DM']",77.0,191.0,1997-12-02 00:00:00+00:00,Right,Côte d'Ivoire,2029-06-30 00:00:00+00:00,21000000.0,EUR
212,138530,Jordan Pickford,Everton,48,G,['GK'],77.0,185.0,1994-03-07 00:00:00+00:00,Left,England,2029-06-30 00:00:00+00:00,13900000.0,EUR
213,1199282,Murillo,Nottingham Forest,14,D,['DC'],75.0,180.0,2002-07-04 00:00:00+00:00,Left,Brazil,2030-06-30 00:00:00+00:00,49000000.0,EUR
214,1085180,Brennan Johnson,Everton,48,F,['RW'],,186.0,2001-05-23 00:00:00+00:00,Right,Wales,2030-06-30 00:00:00+00:00,32000000.0,EUR
215,50480,Chris Wood,Nottingham Forest,14,F,['ST'],91.0,191.0,1991-12-07 00:00:00+00:00,Right,New Zealand,2027-06-30 00:00:00+00:00,5200000.0,EUR
216,901907,Lyle Foster,Burnley,6,F,['ST'],75.0,180.0,2000-09-03 00:00:00+00:00,Right,South Africa,2028-06-30 00:00:00+00:00,8300000.0,EUR
217,1550775,Jesse Derry,Sporting CP,3001,F,['LW'],,178.0,2007-06-30 00:00:00+00:00,Right,England,2027-06-30 00:00:00+00:00,1900000.0,EUR
218,1003334,James McAtee,Nottingham Forest,14,M,"['AM', 'MC']",,180.0,2002-10-18 00:00:00+00:00,Left,England,2030-06-30 00:00:00+00:00,16200000.0,EUR
219,1031251,Antonín Kinský,Tottenham Hotspur,33,G,['GK'],,190.0,2003-03-13 00:00:00+00:00,Right,Czechia,2031-06-30 00:00:00+00:00,15700000.0,EUR
220,833956,Matty Cash,Aston Villa,40,D,['DR'],64.0,185.0,1997-08-07 00:00:00+00:00,Right,Poland,2029-06-30 00:00:00+00:00,19800000.0,EUR
221,827679,Ezri Konsa,Arsenal,42,D,['DC'],77.0,183.0,1997-10-23 00:00:00+00:00,Right,England,2030-06-29 22:00:00+00:00,47000000.0,EUR
222,1465865,Shea Lacey,Manchester United,35,F,['RW'],,175.0,2007-04-14 00:00:00+00:00,Left,England,2029-06-30 00:00:00+00:00,5200000.0,EUR
223,827362,Caoimhin Kelleher,Brentford,50,G,['GK'],,188.0,1998-11-23 00:00:00+00:00,Right,Ireland,2030-06-30 00:00:00+00:00,25000000.0,EUR
224,552884,Jarrod Bowen,West Ham United,37,M,"['RW', 'ST', 'MR']",70.0,174.0,1996-12-20 00:00:00+00:00,Left,England,2030-06-30 00:00:00+00:00,29000000.0,EUR
225,867442,Callum Hudson Odoi,Nottingham Forest,14,M,['LW'],,177.0,2000-11-07 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,32000000.0,EUR
226,791190,Rodrigo Bentancur,Tottenham Hotspur,33,M,"['MC', 'DM']",73.0,187.0,1997-06-25 00:00:00+00:00,Both,Uruguay,2029-06-30 00:00:00+00:00,19300000.0,EUR
227,923973,Amadou Onana,Aston Villa,40,M,"['MC', 'DM']",,195.0,2001-08-16 00:00:00+00:00,Both,Belgium,2029-06-30 00:00:00+00:00,41000000.0,EUR
228,795228,Odsonne Édouard,RC Lens,1648,F,['ST'],,187.0,1998-01-16 00:00:00+00:00,Right,France,2028-06-30 00:00:00+00:00,11300000.0,EUR
229,825839,Tyrell Malacia,No team,241802,D,['DL'],67.0,169.0,1999-08-16 00:00:00+00:00,Left,Netherlands,,4200000.0,EUR
230,1035996,André,Wolverhampton,3,M,"['DM', 'MC']",,176.0,2001-07-16 00:00:00+00:00,Right,Brazil,2030-06-30 00:00:00+00:00,26000000.0,EUR
231,143334,Victor Lindelöf,Aston Villa,40,D,['DC'],80.0,187.0,1994-07-17 00:00:00+00:00,Right,Sweden,2027-06-30 00:00:00+00:00,4800000.0,EUR
232,132645,Niclas Füllkrug,SV Werder Bremen,2534,F,['ST'],78.0,188.0,1993-02-09 00:00:00+00:00,Right,Germany,2027-06-30 00:00:00+00:00,3700000.0,EUR
233,865912,Morgan Gibbs-White,Nottingham Forest,14,M,['AM'],,171.0,2000-01-27 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,67000000.0,EUR
234,962012,Jan Paul van Hecke,Tottenham Hotspur,33,D,['DC'],,189.0,2000-06-08 00:00:00+00:00,Right,Netherlands,,65000000.0,EUR
235,1142562,Mateus Fernandes,Tottenham Hotspur,33,M,"['MC', 'AM']",,178.0,2004-07-10 00:00:00+00:00,Right,Portugal,2031-06-30 00:00:00+00:00,49000000.0,EUR
236,794338,Daichi Kamada,Crystal Palace,7,M,"['MC', 'DM', 'AM']",72.0,184.0,1996-08-05 00:00:00+00:00,Right,Japan,2027-06-30 00:00:00+00:00,10300000.0,EUR
237,352770,Alex Iwobi,Fulham,43,M,"['LW', 'MC', 'DM']",75.0,183.0,1996-05-03 00:00:00+00:00,Right,Nigeria,2028-06-30 00:00:00+00:00,21000000.0,EUR
238,996985,Armando Broja,Burnley,6,F,['ST'],,191.0,2001-09-10 00:00:00+00:00,Right,Albania,2030-06-30 00:00:00+00:00,4500000.0,EUR
239,839410,Aaron Ramsdale,Southampton,45,G,['GK'],77.0,191.0,1998-05-14 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,12600000.0,EUR
240,984624,Yéremy Pino,Crystal Palace,7,F,"['AM', 'MR', 'LW']",,172.0,2002-10-20 00:00:00+00:00,Right,Spain,2030-06-30 00:00:00+00:00,27000000.0,EUR
241,861972,Calvin Bassey,Fulham,43,D,['DC'],,185.0,1999-12-31 00:00:00+00:00,Left,Nigeria,2027-06-30 00:00:00+00:00,29000000.0,EUR
242,1395746,Thierno Barry,Everton,48,F,['ST'],,195.0,2002-10-21 00:00:00+00:00,Right,France,2029-06-30 00:00:00+00:00,31000000.0,EUR
243,553606,Guglielmo Vicario,Juventus,2687,G,['GK'],83.0,194.0,1996-10-07 00:00:00+00:00,Right,Italy,2027-06-30 00:00:00+00:00,17300000.0,EUR
244,882604,Đorđe Petrović,Bournemouth,60,G,['GK'],,194.0,1999-10-08 00:00:00+00:00,Right,Serbia,2030-06-30 00:00:00+00:00,29000000.0,EUR
245,817979,Axel Tuanzebe,No team,241802,D,"['DC', 'DR']",75.0,185.0,1997-11-14 00:00:00+00:00,Right,DR Congo,,4600000.0,EUR
246,1400106,Yankuba Minteh,Brighton & Hove Albion,30,M,['RW'],,180.0,2004-07-22 00:00:00+00:00,Left,Gambia,2029-06-30 00:00:00+00:00,42000000.0,EUR
247,808590,Leon Bailey,Aston Villa,40,F,"['RW', 'MR']",,178.0,1997-08-09 00:00:00+00:00,Left,Jamaica,2027-06-30 00:00:00+00:00,13100000.0,EUR
248,284417,Freddie Woodman,Liverpool FC,44,G,['GK'],69.0,187.0,1997-03-04 00:00:00+00:00,Right,England,2029-06-30 00:00:00+00:00,3100000.0,EUR
249,998490,Evanilson,Bournemouth,60,F,['ST'],,181.0,1999-10-06 00:00:00+00:00,Both,Brazil,2029-06-30 00:00:00+00:00,33000000.0,EUR
250,876599,Jørgen Strand Larsen,Crystal Palace,7,F,['ST'],79.0,193.0,2000-02-06 00:00:00+00:00,Right,Norway,2030-06-30 00:00:00+00:00,41000000.0,EUR
251,69256,Kieran Trippier,Wolverhampton,3,D,['DR'],71.0,174.0,1990-09-19 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,1400000.0,EUR
252,944327,Dan Ndoye,Nottingham Forest,14,M,"['LW', 'RW']",,184.0,2000-10-25 00:00:00+00:00,Right,Switzerland,2030-06-30 00:00:00+00:00,31000000.0,EUR
253,994363,Bart Verbruggen,Brighton & Hove Albion,30,G,['GK'],,193.0,2002-08-18 00:00:00+00:00,Right,Netherlands,2028-06-30 00:00:00+00:00,37000000.0,EUR
254,851596,Justin Kluivert,Bournemouth,60,M,['AM'],66.0,171.0,1999-05-05 00:00:00+00:00,Right,Netherlands,2028-06-30 00:00:00+00:00,24000000.0,EUR
255,1402726,Jack Fletcher,Manchester United,35,M,['MC'],,180.0,2007-03-19 00:00:00+00:00,Left,England,2027-06-30 00:00:00+00:00,1600000.0,EUR
256,1014286,Malick Thiaw,Newcastle United,39,D,['DC'],,194.0,2001-08-08 00:00:00+00:00,Right,Germany,2029-06-30 00:00:00+00:00,41000000.0,EUR
257,1116571,Nilson Angulo,Sunderland,41,M,['LW'],,182.0,2003-06-19 00:00:00+00:00,Right,Ecuador,2030-06-30 00:00:00+00:00,16500000.0,EUR
258,1109771,Adam Wharton,Crystal Palace,7,M,"['MC', 'DM']",,182.0,2004-02-06 00:00:00+00:00,Left,England,2029-06-30 00:00:00+00:00,74000000.0,EUR
259,867445,Emile Smith Rowe,Fulham,43,M,['AM'],,182.0,2000-07-28 00:00:00+00:00,Right,England,2029-06-30 00:00:00+00:00,18300000.0,EUR
260,250223,John McGinn,Aston Villa,40,M,"['RW', 'LW']",68.0,175.0,1994-10-18 00:00:00+00:00,Left,Scotland,2028-06-30 00:00:00+00:00,12600000.0,EUR
261,1122603,William Osula,Newcastle United,39,F,['ST'],,191.0,2003-08-04 00:00:00+00:00,Right,Denmark,2029-06-30 00:00:00+00:00,26000000.0,EUR
262,1154861,Ben Gannon-Doak,Bournemouth,60,M,['RW'],,174.0,2005-11-11 00:00:00+00:00,Right,Scotland,2030-06-30 00:00:00+00:00,14600000.0,EUR
263,1142182,Tyler Fredricson,FC Lausanne-Sport,2446,D,['DC'],,184.0,2005-02-23 00:00:00+00:00,Right,England,2029-06-30 00:00:00+00:00,2800000.0,EUR
264,372344,Dominic Calvert-Lewin,Leeds United,34,F,['ST'],,187.0,1997-03-16 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,24000000.0,EUR
265,1416535,Charalampos Kostoulas,Brighton & Hove Albion,30,F,['ST'],,185.0,2007-05-30 00:00:00+00:00,Right,Greece,2030-06-30 00:00:00+00:00,27000000.0,EUR
266,786186,Hwang Hee-chan,Wolverhampton,3,F,"['ST', 'LW']",77.0,177.0,1996-01-26 00:00:00+00:00,Right,South Korea,2028-06-30 00:00:00+00:00,5500000.0,EUR
267,788134,Dean Henderson,Crystal Palace,7,G,['GK'],85.0,188.0,1997-03-12 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,29000000.0,EUR
268,1142335,Archie Gray,Tottenham Hotspur,33,M,"['MC', 'DM', 'DR', 'DC']",,187.0,2006-03-12 00:00:00+00:00,Right,England,2030-06-30 00:00:00+00:00,34000000.0,EUR
269,858194,Eddie Nketiah,Crystal Palace,7,F,['ST'],,175.0,1999-05-30 00:00:00+00:00,Right,England,2029-06-30 00:00:00+00:00,10300000.0,EUR
270,855647,Harvey Barnes,Newcastle United,39,F,['LW'],66.0,181.0,1997-12-09 00:00:00+00:00,Right,England,,35000000.0,EUR
271,805137,Omar Alderete,Sunderland,41,D,['DC'],77.0,187.0,1996-12-26 00:00:00+00:00,Left,Paraguay,2029-06-30 00:00:00+00:00,13800000.0,EUR
272,983572,Destiny Udogie,Tottenham Hotspur,33,D,['DL'],,186.0,2002-11-28 00:00:00+00:00,Left,Italy,2030-06-30 00:00:00+00:00,28000000.0,EUR
273,871886,Ao Tanaka,Leeds United,34,M,"['MC', 'DM']",69.0,180.0,1998-09-10 00:00:00+00:00,Right,Japan,2028-06-30 00:00:00+00:00,14000000.0,EUR
274,987734,Tolu Arokodare,AFC Ajax,2953,F,['ST'],,196.0,2000-11-23 00:00:00+00:00,Right,Nigeria,2027-06-30 00:00:00+00:00,18200000.0,EUR
275,1112879,Kevin,Fulham,43,M,['LW'],,176.0,2003-01-04 00:00:00+00:00,Right,Brazil,2030-06-30 00:00:00+00:00,26000000.0,EUR
276,997152,Maxim De Cuyper,Brighton & Hove Albion,30,D,['DL'],,183.0,2000-12-22 00:00:00+00:00,Left,Belgium,2030-06-30 00:00:00+00:00,21000000.0,EUR
277,1048916,Lesley Ugochukwu,Galatasaray,3061,M,"['MC', 'DM']",,188.0,2004-03-26 00:00:00+00:00,Right,France,2027-06-30 00:00:00+00:00,21000000.0,EUR
278,355796,Jefferson Lerma,Crystal Palace,7,M,"['MC', 'DM']",70.0,179.0,1994-10-25 00:00:00+00:00,Right,Colombia,2027-06-30 00:00:00+00:00,5500000.0,EUR
279,930245,Evann Guessand,Crystal Palace,7,F,"['ST', 'RW', 'AM']",,185.0,2001-07-01 00:00:00+00:00,Right,Côte d'Ivoire,2027-06-30 00:00:00+00:00,24000000.0,EUR
280,780014,Nordi Mukiele,Sunderland,41,D,"['DR', 'DC', 'MR']",74.0,185.0,1997-11-01 00:00:00+00:00,Right,France,2029-06-30 00:00:00+00:00,15200000.0,EUR
281,1017392,Carlos Alcaraz,Everton,48,M,"['MC', 'AM']",68.0,183.0,2002-11-30 00:00:00+00:00,Right,Argentina,2027-06-30 00:00:00+00:00,14600000.0,EUR
282,1136730,Lewis Hall,Newcastle United,39,D,['DL'],,179.0,2004-09-08 00:00:00+00:00,Left,England,2029-06-30 00:00:00+00:00,38000000.0,EUR
283,976263,Ian Maatsen,Aston Villa,40,D,['DL'],65.0,178.0,2002-03-10 00:00:00+00:00,Left,Netherlands,2030-06-30 00:00:00+00:00,28000000.0,EUR
284,826139,Reiss Nelson,No team,241802,M,"['RW', 'LW']",66.0,175.0,1999-12-10 00:00:00+00:00,Right,England,,8800000.0,EUR
285,355528,Harry Wilson,Leeds United,34,M,"['RW', 'AM']",70.0,173.0,1997-03-22 00:00:00+00:00,Left,Wales,2030-06-30 00:00:00+00:00,27000000.0,EUR
286,99090,Dan Burn,Newcastle United,39,D,"['DC', 'DL']",83.0,201.0,1992-05-09 00:00:00+00:00,Left,England,2027-06-30 00:00:00+00:00,4099999.0,EUR
287,980634,Tino Livramento,Newcastle United,39,D,"['DR', 'DL']",,181.0,2002-11-12 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,44000000.0,EUR
288,1008456,Oliver Sonne,Burnley,6,D,['DR'],,184.0,2000-11-10 00:00:00+00:00,Right,Peru,2029-06-30 00:00:00+00:00,4099999.0,EUR
289,252669,José Sá,Wolverhampton,3,G,['GK'],,192.0,1993-01-17 00:00:00+00:00,Right,Portugal,2027-06-30 00:00:00+00:00,3300000.0,EUR
290,1013842,Emmanuel Agbadou,Beşiktaş JK,3050,D,['DC'],,192.0,1997-06-17 00:00:00+00:00,Right,Côte d'Ivoire,2030-06-30 00:00:00+00:00,16500000.0,EUR
291,987489,Beto,Everton,48,F,['ST'],88.0,194.0,1998-01-31 00:00:00+00:00,Right,Guinea-Bissau,2027-06-30 00:00:00+00:00,19300000.0,EUR
292,1899647,Mateus Mané,Wolverhampton,3,F,['AM'],,175.0,2007-09-16 00:00:00+00:00,Right,Portugal,2029-06-30 00:00:00+00:00,18500000.0,EUR
293,836168,Nikola Milenković,Nottingham Forest,14,D,['DC'],91.0,195.0,1997-10-12 00:00:00+00:00,Right,Serbia,2029-06-30 00:00:00+00:00,26000000.0,EUR
294,48480,Pascal Groß,Brighton & Hove Albion,30,M,"['MC', 'DM']",,181.0,1991-06-15 00:00:00+00:00,Right,Germany,2027-06-30 00:00:00+00:00,2300000.0,EUR
295,1142679,Wilson Odobert,Tottenham Hotspur,33,F,"['RW', 'LW']",,182.0,2004-11-28 00:00:00+00:00,Right,France,2029-06-30 00:00:00+00:00,18500000.0,EUR
296,885864,Frank Onyeka,Coventry City,11,M,"['MC', 'DM']",,183.0,1998-01-01 00:00:00+00:00,Right,Nigeria,2030-06-30 00:00:00+00:00,7700000.0,EUR
297,1104986,Alex Scott,Bournemouth,60,M,"['MC', 'DM', 'AM']",,178.0,2003-08-21 00:00:00+00:00,Right,England,2028-06-30 00:00:00+00:00,53000000.0,EUR
298,962364,Lorenzo Lucca,SSC Napoli,2714,F,['ST'],,201.0,2000-09-10 00:00:00+00:00,Right,Italy,2030-06-30 00:00:00+00:00,22000000.0,EUR
299,1015256,Rodrigo Muniz,Fulham,43,F,['ST'],67.0,184.0,2001-05-04 00:00:00+00:00,Right,Brazil,2030-06-30 00:00:00+00:00,22000000.0,EUR
300,891829,Matt O'Riley,Brighton & Hove Albion,30,M,['MC'],,187.0,2000-11-21 00:00:00+00:00,Left,Denmark,2029-06-30 00:00:00+00:00,16500000.0,EUR
301,162653,Nick Pope,Newcastle United,39,G,['GK'],76.0,198.0,1992-04-19 00:00:00+00:00,Right,England,2027-06-30 00:00:00+00:00,4800000.0,EUR
302,359664,Taiwo Awoniyi,Coventry City,11,F,['ST'],74.0,183.0,1997-08-12 00:00:00+00:00,Right,Nigeria,2027-06-30 00:00:00+00:00,7600000.0,EUR
303,123689,Karl Darlow,Manchester United,35,G,['GK'],79.0,185.0,1990-10-08 00:00:00+00:00,Right,Wales,2028-06-30 00:00:00+00:00,210000.0,EUR
304,1402787,Shumaira Mheuka,Chelsea U21,36539,F,['ST'],,183.0,2007-10-20 00:00:00+00:00,Right,England,2027-06-30 00:00:00+00:00,2900000.0,EUR
305,958878,Daniel Ballard,Sunderland,41,D,['DC'],,187.0,1999-09-22 00:00:00+00:00,Right,Northern Ireland,2029-06-30 00:00:00+00:00,22000000.0,EUR
